Initialize dataset with 532673 characters, 55 unique.
train.py:81: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(model.parameters(), max_norm=config.max_norm)
[2019-11-29 23:28] Train Step 0000/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 804.79, Accuracy = 0.02, Loss = 4.032
[2019-11-29 23:48] Train Step 2565/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6804.97, Accuracy = 0.74, Loss = 0.839
[2019-11-29 23:48] Train Step 2570/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6827.29, Accuracy = 0.71, Loss = 0.893
[2019-11-29 23:48] Train Step 2575/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6838.60, Accuracy = 0.70, Loss = 0.951
[2019-11-29 23:48] Train Step 2580/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6855.19, Accuracy = 0.70, Loss = 0.925
[2019-11-29 23:48] Train Step 2585/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6867.11, Accuracy = 0.70, Loss = 0.920
[2019-11-29 23:48] Train Step 2590/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6790.16, Accuracy = 0.71, Loss = 0.949
[2019-11-29 23:48] Train Step 2595/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6728.55, Accuracy = 0.71, Loss = 0.901
[2019-11-29 23:48] Train Step 2600/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6774.05, Accuracy = 0.69, Loss = 0.944
GENERATED SENTENCE at step 2600 ------- julles the same time as fast as he could to the tr

[2019-11-29 23:48] Train Step 2605/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6777.99, Accuracy = 0.70, Loss = 0.921
[2019-11-29 23:48] Train Step 2610/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6825.38, Accuracy = 0.71, Loss = 0.883
[2019-11-29 23:48] Train Step 2615/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6871.68, Accuracy = 0.69, Loss = 0.960
[2019-11-29 23:48] Train Step 2620/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6849.94, Accuracy = 0.71, Loss = 0.898
[2019-11-29 23:48] Train Step 2625/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6830.07, Accuracy = 0.70, Loss = 0.934
[2019-11-29 23:48] Train Step 2630/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6794.11, Accuracy = 0.71, Loss = 0.897
[2019-11-29 23:48] Train Step 2635/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6772.00, Accuracy = 0.71, Loss = 0.886
[2019-11-29 23:48] Train Step 2640/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6783.47, Accuracy = 0.71, Loss = 0.893
[2019-11-29 23:48] Train Step 2645/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6788.96, Accuracy = 0.70, Loss = 0.922
[2019-11-29 23:48] Train Step 2650/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6801.69, Accuracy = 0.69, Loss = 0.955
[2019-11-29 23:48] Train Step 2655/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6789.30, Accuracy = 0.70, Loss = 0.930
[2019-11-29 23:48] Train Step 2660/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6876.79, Accuracy = 0.71, Loss = 0.903
[2019-11-29 23:48] Train Step 2665/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6839.47, Accuracy = 0.71, Loss = 0.889
[2019-11-29 23:48] Train Step 2670/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6878.20, Accuracy = 0.70, Loss = 0.909
[2019-11-29 23:48] Train Step 2675/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6807.90, Accuracy = 0.68, Loss = 0.974
[2019-11-29 23:48] Train Step 2680/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6773.20, Accuracy = 0.70, Loss = 0.913
[2019-11-29 23:48] Train Step 2685/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6793.08, Accuracy = 0.71, Loss = 0.914
[2019-11-29 23:48] Train Step 2690/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6783.81, Accuracy = 0.72, Loss = 0.905
[2019-11-29 23:48] Train Step 2695/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6812.39, Accuracy = 0.70, Loss = 0.927
[2019-11-29 23:48] Train Step 2700/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6842.78, Accuracy = 0.71, Loss = 0.924
GENERATED SENTENCE at step 2700 ------- : my father grieved when i was gone, the young man

[2019-11-29 23:48] Train Step 2705/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6850.81, Accuracy = 0.71, Loss = 0.887
[2019-11-29 23:48] Train Step 2710/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6839.64, Accuracy = 0.71, Loss = 0.917
[2019-11-29 23:48] Train Step 2715/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6808.24, Accuracy = 0.72, Loss = 0.859
[2019-11-29 23:48] Train Step 2720/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6752.75, Accuracy = 0.73, Loss = 0.864
[2019-11-29 23:48] Train Step 2725/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6807.21, Accuracy = 0.70, Loss = 0.930
[2019-11-29 23:48] Train Step 2730/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6790.33, Accuracy = 0.70, Loss = 0.967
[2019-11-29 23:48] Train Step 2735/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6833.20, Accuracy = 0.70, Loss = 0.911
[2019-11-29 23:48] Train Step 2740/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6842.08, Accuracy = 0.71, Loss = 0.912
[2019-11-29 23:48] Train Step 2745/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6776.96, Accuracy = 0.72, Loss = 0.895
[2019-11-29 23:48] Train Step 2750/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6848.02, Accuracy = 0.69, Loss = 0.932
[2019-11-29 23:48] Train Step 2755/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6850.29, Accuracy = 0.71, Loss = 0.893
[2019-11-29 23:48] Train Step 2760/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6836.86, Accuracy = 0.70, Loss = 0.911
[2019-11-29 23:48] Train Step 2765/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6779.87, Accuracy = 0.70, Loss = 0.909
[2019-11-29 23:48] Train Step 2770/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6813.08, Accuracy = 0.69, Loss = 0.906
[2019-11-29 23:48] Train Step 2775/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6830.59, Accuracy = 0.72, Loss = 0.884
[2019-11-29 23:48] Train Step 2780/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6797.38, Accuracy = 0.71, Loss = 0.898
[2019-11-29 23:48] Train Step 2785/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6826.77, Accuracy = 0.71, Loss = 0.913
[2019-11-29 23:48] Train Step 2790/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6650.04, Accuracy = 0.72, Loss = 0.906
[2019-11-29 23:48] Train Step 2795/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6843.13, Accuracy = 0.71, Loss = 0.921
[2019-11-29 23:48] Train Step 2800/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6890.56, Accuracy = 0.69, Loss = 0.956
GENERATED SENTENCE at step 2800 ------- joyer the bush and carried the castle of stromberg

[2019-11-29 23:48] Train Step 2805/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6791.36, Accuracy = 0.71, Loss = 0.889
[2019-11-29 23:48] Train Step 2810/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6751.90, Accuracy = 0.70, Loss = 0.922
[2019-11-29 23:48] Train Step 2815/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6799.28, Accuracy = 0.70, Loss = 0.932
[2019-11-29 23:48] Train Step 2820/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6783.81, Accuracy = 0.70, Loss = 0.921
[2019-11-29 23:48] Train Step 2825/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6823.65, Accuracy = 0.71, Loss = 0.891
[2019-11-29 23:48] Train Step 2830/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6849.77, Accuracy = 0.69, Loss = 0.964
[2019-11-29 23:48] Train Step 2835/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6848.19, Accuracy = 0.70, Loss = 0.904
[2019-11-29 23:48] Train Step 2840/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6886.49, Accuracy = 0.70, Loss = 0.927
[2019-11-29 23:48] Train Step 2845/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6822.78, Accuracy = 0.70, Loss = 0.948
[2019-11-29 23:48] Train Step 2850/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6798.24, Accuracy = 0.69, Loss = 0.917
[2019-11-29 23:48] Train Step 2855/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6759.73, Accuracy = 0.71, Loss = 0.899
[2019-11-29 23:48] Train Step 2860/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6796.87, Accuracy = 0.71, Loss = 0.912
[2019-11-29 23:48] Train Step 2865/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6802.21, Accuracy = 0.71, Loss = 0.902
[2019-11-29 23:48] Train Step 2870/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6820.87, Accuracy = 0.71, Loss = 0.930
[2019-11-29 23:48] Train Step 2875/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6801.34, Accuracy = 0.71, Loss = 0.941
[2019-11-29 23:48] Train Step 2880/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6803.93, Accuracy = 0.71, Loss = 0.913
[2019-11-29 23:48] Train Step 2885/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6846.45, Accuracy = 0.69, Loss = 0.936
[2019-11-29 23:48] Train Step 2890/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6769.61, Accuracy = 0.70, Loss = 0.937
[2019-11-29 23:48] Train Step 2895/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6797.21, Accuracy = 0.70, Loss = 0.920
[2019-11-29 23:48] Train Step 2900/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6784.67, Accuracy = 0.71, Loss = 0.926
GENERATED SENTENCE at step 2900 ------- ang there was once a find of the wood to look at h

[2019-11-29 23:48] Train Step 2905/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6817.24, Accuracy = 0.72, Loss = 0.898
[2019-11-29 23:48] Train Step 2910/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6815.33, Accuracy = 0.72, Loss = 0.873
[2019-11-29 23:48] Train Step 2915/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6858.87, Accuracy = 0.71, Loss = 0.900
[2019-11-29 23:48] Train Step 2920/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6769.95, Accuracy = 0.71, Loss = 0.902
[2019-11-29 23:48] Train Step 2925/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6812.05, Accuracy = 0.72, Loss = 0.861
[2019-11-29 23:48] Train Step 2930/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6800.14, Accuracy = 0.70, Loss = 0.949
[2019-11-29 23:48] Train Step 2935/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6811.35, Accuracy = 0.72, Loss = 0.878
[2019-11-29 23:48] Train Step 2940/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6834.24, Accuracy = 0.69, Loss = 0.919
[2019-11-29 23:48] Train Step 2945/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6760.07, Accuracy = 0.69, Loss = 0.917
[2019-11-29 23:48] Train Step 2950/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6804.45, Accuracy = 0.72, Loss = 0.878
[2019-11-29 23:48] Train Step 2955/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6810.49, Accuracy = 0.71, Loss = 0.876
[2019-11-29 23:48] Train Step 2960/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6869.05, Accuracy = 0.69, Loss = 0.927
[2019-11-29 23:48] Train Step 2965/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6853.44, Accuracy = 0.71, Loss = 0.880
[2019-11-29 23:48] Train Step 2970/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6786.21, Accuracy = 0.70, Loss = 0.921
[2019-11-29 23:48] Train Step 2975/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6784.84, Accuracy = 0.70, Loss = 0.910
[2019-11-29 23:48] Train Step 2980/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6736.15, Accuracy = 0.70, Loss = 0.931
[2019-11-29 23:48] Train Step 2985/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6813.77, Accuracy = 0.71, Loss = 0.922
[2019-11-29 23:48] Train Step 2990/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6784.67, Accuracy = 0.72, Loss = 0.879
[2019-11-29 23:48] Train Step 2995/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6812.91, Accuracy = 0.71, Loss = 0.921
[2019-11-29 23:48] Train Step 3000/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6846.97, Accuracy = 0.71, Loss = 0.879
GENERATED SENTENCE at step 3000 ------- ut the door of the castle of stromberg. the star-g

[2019-11-29 23:48] Train Step 3005/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6758.87, Accuracy = 0.71, Loss = 0.902
[2019-11-29 23:48] Train Step 3010/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6747.83, Accuracy = 0.72, Loss = 0.901
[2019-11-29 23:48] Train Step 3015/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6786.04, Accuracy = 0.71, Loss = 0.914
[2019-11-29 23:48] Train Step 3020/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6763.30, Accuracy = 0.71, Loss = 0.934
[2019-11-29 23:48] Train Step 3025/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6826.25, Accuracy = 0.72, Loss = 0.886
[2019-11-29 23:48] Train Step 3030/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6829.72, Accuracy = 0.70, Loss = 0.928
[2019-11-29 23:48] Train Step 3035/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6827.64, Accuracy = 0.70, Loss = 0.915
[2019-11-29 23:48] Train Step 3040/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6876.79, Accuracy = 0.71, Loss = 0.910
[2019-11-29 23:48] Train Step 3045/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6828.33, Accuracy = 0.71, Loss = 0.905
[2019-11-29 23:48] Train Step 3050/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6856.94, Accuracy = 0.70, Loss = 0.934
[2019-11-29 23:48] Train Step 3055/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6751.73, Accuracy = 0.71, Loss = 0.893
[2019-11-29 23:48] Train Step 3060/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6807.55, Accuracy = 0.72, Loss = 0.906
[2019-11-29 23:48] Train Step 3065/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6792.74, Accuracy = 0.71, Loss = 0.908
[2019-11-29 23:48] Train Step 3070/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6754.28, Accuracy = 0.71, Loss = 0.885
[2019-11-29 23:48] Train Step 3075/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6787.24, Accuracy = 0.71, Loss = 0.918
[2019-11-29 23:48] Train Step 3080/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6801.34, Accuracy = 0.70, Loss = 0.897
[2019-11-29 23:48] Train Step 3085/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6866.76, Accuracy = 0.69, Loss = 0.928
[2019-11-29 23:48] Train Step 3090/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6848.89, Accuracy = 0.71, Loss = 0.929
[2019-11-29 23:48] Train Step 3095/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6884.37, Accuracy = 0.71, Loss = 0.901
[2019-11-29 23:48] Train Step 3100/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6831.46, Accuracy = 0.71, Loss = 0.890
GENERATED SENTENCE at step 3100 ------- waledwors were still in search of the wind blew a 

[2019-11-29 23:48] Train Step 3105/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6774.40, Accuracy = 0.72, Loss = 0.851
[2019-11-29 23:48] Train Step 3110/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6617.42, Accuracy = 0.71, Loss = 0.867
[2019-11-29 23:48] Train Step 3115/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 7006.93, Accuracy = 0.70, Loss = 0.918
[2019-11-29 23:48] Train Step 3120/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6803.93, Accuracy = 0.70, Loss = 0.926
[2019-11-29 23:48] Train Step 3125/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6843.65, Accuracy = 0.70, Loss = 0.926
[2019-11-29 23:48] Train Step 3130/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6888.61, Accuracy = 0.71, Loss = 0.901
[2019-11-29 23:48] Train Step 3135/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6848.02, Accuracy = 0.71, Loss = 0.898
[2019-11-29 23:48] Train Step 3140/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6805.14, Accuracy = 0.70, Loss = 0.939
[2019-11-29 23:48] Train Step 3145/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6747.15, Accuracy = 0.71, Loss = 0.905
[2019-11-29 23:48] Train Step 3150/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6796.69, Accuracy = 0.70, Loss = 0.921
[2019-11-29 23:48] Train Step 3155/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6746.81, Accuracy = 0.71, Loss = 0.889
[2019-11-29 23:48] Train Step 3160/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6836.16, Accuracy = 0.70, Loss = 0.903
[2019-11-29 23:48] Train Step 3165/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6830.77, Accuracy = 0.70, Loss = 0.922
[2019-11-29 23:48] Train Step 3170/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6858.17, Accuracy = 0.70, Loss = 0.925
[2019-11-29 23:48] Train Step 3175/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6862.37, Accuracy = 0.70, Loss = 0.931
[2019-11-29 23:48] Train Step 3180/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6836.33, Accuracy = 0.70, Loss = 0.933
[2019-11-29 23:48] Train Step 3185/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6820.18, Accuracy = 0.70, Loss = 0.904
[2019-11-29 23:48] Train Step 3190/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6728.55, Accuracy = 0.72, Loss = 0.856
[2019-11-29 23:48] Train Step 3195/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6802.72, Accuracy = 0.72, Loss = 0.885
[2019-11-29 23:48] Train Step 3200/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6801.69, Accuracy = 0.69, Loss = 0.938
GENERATED SENTENCE at step 3200 ------- nd all upsurest danged into the forest and draw he

[2019-11-29 23:48] Train Step 3205/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6824.69, Accuracy = 0.71, Loss = 0.924
[2019-11-29 23:48] Train Step 3210/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6800.31, Accuracy = 0.69, Loss = 0.936
[2019-11-29 23:48] Train Step 3215/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6816.20, Accuracy = 0.71, Loss = 0.908
[2019-11-29 23:48] Train Step 3220/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6788.79, Accuracy = 0.70, Loss = 0.915
[2019-11-29 23:48] Train Step 3225/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6766.71, Accuracy = 0.71, Loss = 0.931
[2019-11-29 23:48] Train Step 3230/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6812.22, Accuracy = 0.72, Loss = 0.900
[2019-11-29 23:48] Train Step 3235/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6767.91, Accuracy = 0.70, Loss = 0.921
[2019-11-29 23:48] Train Step 3240/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6786.21, Accuracy = 0.70, Loss = 0.943
[2019-11-29 23:48] Train Step 3245/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6782.10, Accuracy = 0.72, Loss = 0.906
[2019-11-29 23:48] Train Step 3250/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6846.10, Accuracy = 0.72, Loss = 0.878
[2019-11-29 23:48] Train Step 3255/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6829.38, Accuracy = 0.69, Loss = 0.960
[2019-11-29 23:48] Train Step 3260/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6881.55, Accuracy = 0.71, Loss = 0.905
[2019-11-29 23:48] Train Step 3265/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6857.64, Accuracy = 0.72, Loss = 0.890
[2019-11-29 23:48] Train Step 3270/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6774.23, Accuracy = 0.69, Loss = 0.963
[2019-11-29 23:48] Train Step 3275/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6766.37, Accuracy = 0.72, Loss = 0.894
[2019-11-29 23:48] Train Step 3280/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6745.29, Accuracy = 0.70, Loss = 0.916
[2019-11-29 23:48] Train Step 3285/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6828.85, Accuracy = 0.73, Loss = 0.872
[2019-11-29 23:48] Train Step 3290/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6809.45, Accuracy = 0.72, Loss = 0.889
[2019-11-29 23:48] Train Step 3295/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6810.66, Accuracy = 0.71, Loss = 0.902
[2019-11-29 23:48] Train Step 3300/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6848.89, Accuracy = 0.71, Loss = 0.889
GENERATED SENTENCE at step 3300 ------- % kin. one day the soldier threw himself up in the

[2019-11-29 23:48] Train Step 3305/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6757.68, Accuracy = 0.72, Loss = 0.894
[2019-11-29 23:48] Train Step 3310/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6790.51, Accuracy = 0.71, Loss = 0.882
[2019-11-29 23:48] Train Step 3315/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6838.42, Accuracy = 0.71, Loss = 0.887
[2019-11-29 23:48] Train Step 3320/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6788.62, Accuracy = 0.69, Loss = 0.945
[2019-11-29 23:48] Train Step 3325/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6782.27, Accuracy = 0.69, Loss = 0.930
[2019-11-29 23:48] Train Step 3330/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6737.33, Accuracy = 0.72, Loss = 0.918
[2019-11-29 23:48] Train Step 3335/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6782.61, Accuracy = 0.72, Loss = 0.887
[2019-11-29 23:48] Train Step 3340/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6700.50, Accuracy = 0.70, Loss = 0.910
[2019-11-29 23:48] Train Step 3345/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6781.24, Accuracy = 0.71, Loss = 0.887
[2019-11-29 23:48] Train Step 3350/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6852.56, Accuracy = 0.69, Loss = 0.935
[2019-11-29 23:48] Train Step 3355/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6834.07, Accuracy = 0.71, Loss = 0.925
[2019-11-29 23:48] Train Step 3360/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6884.20, Accuracy = 0.73, Loss = 0.892
[2019-11-29 23:48] Train Step 3365/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6872.04, Accuracy = 0.71, Loss = 0.910
[2019-11-29 23:48] Train Step 3370/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6840.17, Accuracy = 0.71, Loss = 0.926
[2019-11-29 23:48] Train Step 3375/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6786.21, Accuracy = 0.71, Loss = 0.888
[2019-11-29 23:48] Train Step 3380/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6773.88, Accuracy = 0.68, Loss = 0.958
[2019-11-29 23:48] Train Step 3385/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6809.63, Accuracy = 0.70, Loss = 0.932
[2019-11-29 23:48] Train Step 3390/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6777.30, Accuracy = 0.70, Loss = 0.906
[2019-11-29 23:48] Train Step 3395/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6362.84, Accuracy = 0.69, Loss = 0.935
[2019-11-29 23:48] Train Step 3400/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6852.74, Accuracy = 0.70, Loss = 0.926
GENERATED SENTENCE at step 3400 ------- waled to the rich peasant and the mouse and the sa

[2019-11-29 23:48] Train Step 3405/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6619.05, Accuracy = 0.71, Loss = 0.933
